,0,Overweight,Hypertension,High_Cholesterol
0,AL,0.696969696969697,0.22038567493112948,0.11019283746556474
1,AK,0.5098039215686274,0.17647058823529413,0.09803921568627451
2,AZ,0.6583011583011583,0.20270270270270271,0.09845559845559845
3,AR,0.6727272727272727,0.2,0.12727272727272726
4,CA,0.6634881574900031,0.196554906182713,0.11534912334666257
5,CO,0.6560196560196561,0.20147420147420148,0.11302211302211303
6,CT,0.65,0.2714285714285714,0.11428571428571428
7,DE,0.6212121212121212,0.19696969696969696,0.15151515151515152
8,DC,0.5918367346938775,0.12244897959183673,0.14285714285714285
9,FL,0.685733070348455,0.22682445759368836,0.1091387245233399
10,GA,0.6514522821576764,0.21161825726141079,0.10511756569847856
11,HI,0.75,0.19444444444444445,0.12962962962962962
12,ID,0.6018518518518519,0.23148148148148148,0.19444444444444445
13,IL,0.6731141199226306,0.22920696324951645,0.12669245647969052
14,IN,0.6878727634194831,0.21868787276341947,0.1272365805168986
15,IA,0.6635514018691588,0.24299065420560748,0.14953271028037382
16,KS,0.6681818181818182,0.21818181818181817,0.1
17,KY,0.6635802469135802,0.2345679012345679,0.13271604938271606
18,LA,0.6158357771260997,0.20234604105571846,0.1378299120234604
19,ME,0.66,0.28,0.11
20,MD,0.6931818181818182,0.18409090909090908,0.08863636363636364
21,MA,0.6838095238095238,0.21333333333333335,0.11619047619047619
22,MI,0.6878306878306878,0.22354497354497355,0.10978835978835978
23,MN,0.648854961832061,0.2035623409669211,0.10432569974554708
24,MS,0.6695652173913044,0.23478260869565218,0.13478260869565217
25,MO,0.6469298245614035,0.23464912280701755,0.09868421052631579
26,MT,0.6351351351351351,0.2972972972972973,0.0945945945945946
27,NE,0.6231884057971014,0.26811594202898553,0.07246376811594203
28,NV,0.6561085972850679,0.2398190045248869,0.058823529411764705
29,NH,0.638095238095238,0.20952380952380953,0.11428571428571428
30,NJ,0.6647807637906648,0.21074964639321075,0.1272984441301273
31,NM,0.6149425287356322,0.20689655172413793,0.10344827586206896
32,NY,0.6525215252152522,0.2035670356703567,0.1014760147601476
33,NC,0.6424802110817942,0.21899736147757257,0.11477572559366754
34,ND,0.7446808510638298,0.1276595744680851,0.0851063829787234
35,OH,0.6525821596244131,0.23943661971830985,0.13732394366197184
36,OK,0.6198630136986302,0.25,0.11986301369863013
37,OR,0.6552901023890785,0.16723549488054607,0.09215017064846416
38,PA,0.6653346653346653,0.18981018981018982,0.0919080919080919
39,PR,0.7333333333333333,0.21587301587301588,0.08888888888888889
40,RI,0.5063291139240507,0.22784810126582278,0.12658227848101267
41,SC,0.6550724637681159,0.19420289855072465,0.12173913043478261
42,SD,0.6451612903225806,0.20967741935483872,0.14516129032258066
43,TN,0.6565040650406504,0.22764227642276422,0.08536585365853659
44,TX,0.6681841173495194,0.18563480020232676,0.11380880121396054
45,UT,0.6354679802955665,0.1921182266009852,0.11822660098522167
46,VT,0.5833333333333334,0.125,0.10416666666666667
47,VA,0.6779935275080906,0.2168284789644013,0.13268608414239483
48,WA,0.6773584905660377,0.23018867924528302,0.12452830188679245
49,WV,0.6821192052980133,0.2185430463576159,0.09933774834437085
50,WI,0.6666666666666666,0.23148148148148148,0.125
51,WY,0.7428571428571429,0.14285714285714285,0.11428571428571428
